Sample	Gene	Impact	CNV
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ITGBL1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL160153.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNU1-24P		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	HMGB3P7		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR2681		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LIPT1P1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNY1P2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR4705		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RPL39P29		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL356266.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	FGF14-AS2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SNORD31B		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL445649.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR1267		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	FAM155A-IT1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL136964.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LIG4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ABHD13		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL157762.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNA5SP39		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL138694.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	HCFC2P1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MYO16		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MYO16-AS2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MYO16-AS1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL161431.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC00370		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC01067		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC00399		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC00676		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	IRS2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL162497.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL355810.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RN7SKP10		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL355974.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL355974.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL355974.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC00396		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RN7SL783P		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL390755.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	COL4A1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL161773.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR8073		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL159153.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC02309		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC01148		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL358292.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL352955.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL157688.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC02296		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL135746.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC02330		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL359237.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL136501.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	GALC		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	FAM35CP		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNU6-835P		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	GPR65		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL157955.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL157955.2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC01146		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL133279.2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL133279.3		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AL133279.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	KCNK10		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	APH1B		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CA12		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC02568		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007950.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007950.2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	USP3		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	USP3-AS1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	FBXL22		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	HERC1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC073167.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR422A		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015914.2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	DAPK2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015914.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	FAM96A		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SNX1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SNX22		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PPIB		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CSNK1G1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC087632.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PCLAF		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TRIP4		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC091231.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	GAPDHP61		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC025279.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC025279.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SNX29P2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC025279.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	NPIPB11		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SMG1P6		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	BOLA2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	BOLA2-SMG1P6		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC133555.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SLX1B		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SLX1B-SULT1A4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SULT1A4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC133555.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC133555.5		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC133555.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC133555.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	NPIPB12		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SMG1P2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009086.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR3680-2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SLC7A5P1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CA5AP1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009086.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SPN		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009086.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	QPRT		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RN7SKP127		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	C16orf54		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009133.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ZG16		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	KIF22		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009133.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MAZ		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009133.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009133.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009133.5		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PRRT2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009133.6		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PAGR1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC120114.5		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MVP		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CDIPT		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC120114.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CDIPTOSP		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SEZ6L2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ASPHD1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	KCTD13		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC120114.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC120114.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC120114.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TMEM219		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	TAOK2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	HIRIP3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	INO80E		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	DOC2A		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	C16orf92		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC018845.1		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC018845.2		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	NETO2		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ITFG1-AS1		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RPL23AP72		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ITFG1		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007494.2		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007494.3		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007494.1		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007533.1		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNA5SP424		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNA5SP425		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007599.2		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007599.1		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	EIF4BP5		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	NDUFA5P11		5.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC02133		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC141846.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC02192		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC02134		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC096996.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC096996.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ABCC11		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LONP2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	UBA52P8		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC023818.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SIAH1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC026470.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC026470.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MOCS1P1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	N4BP1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC026470.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RPS2P44		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC023813.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC023813.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007611.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC023813.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC023813.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	KLF8P1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNU6-257P		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC023827.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MTND4LP25		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC044798.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC044798.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CBLN1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007614.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	C16orf78		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007861.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007861.2		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC02179		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ZNF423		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ADAM3B		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MRPS21P7		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC027348.2		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MRPS21P8		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC027348.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007603.2		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007603.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RPL34P29		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007603.3		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CNEP1R1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007610.1		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007610.3		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ACTG1P16		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC007610.4		1.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009145.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009145.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009145.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092376.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092376.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNA5SP431		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC084064.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MAF		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009159.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009159.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009159.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009159.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC01229		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MAFTRR		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC01228		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092130.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC022166.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC022166.2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	DYNLRB2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC108097.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC01227		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CDYL2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092332.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC099313.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC02170		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CMC2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092718.7		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	CENPN		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092718.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092718.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	ATMIN		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	C16orf46		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092718.5		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092718.6		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092718.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PKD1L2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RNU6-1191P		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	BCO1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC131888.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC009148.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	GAN		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR4720		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092139.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092139.2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	PPIAP51		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092139.3		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR7854		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	MIR6504		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092135.2		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092135.1		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC092135.3		3.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC099524.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC240565.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC240565.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	SCGB1C2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	DOC2B		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	LINC02091		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RPH3AL		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC129507.4		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC129507.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC129507.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC129507.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC141424.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	C17orf97		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	RFLNB		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015853.2		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	VPS53		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015853.3		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC015853.1		2.0
PM1232-Z4-1-Case-WGS--PM1232-Z8-1-Ctrl-WGS	AC027455.1		2.0
